,PCA1,PCA2,predicted_clusters,title,authors,thumbnail
968,-0.2103425222118036,-0.35748871382301056,0,The Mermaid Chair,Sue Monk Kidd,http://books.google.com/books/content?id=3pRoQRhbIacC&printsec=frontcover&img=1&zoom=1&source=gbs_api
969,-0.3009390176708437,-0.1272033898395787,0,Grammar Snobs are Great Big Meanies,June Casagrande,http://books.google.com/books/content?id=LyoZtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
970,-0.2486445185385973,-0.09334579958379101,0,The City of Falling Angels,John Berendt,http://books.google.com/books/content?id=MrW5d7MZCgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
971,-0.08876897019208338,-0.07352226748451472,0,Bargaining for Advantage,G. Richard Shell,http://books.google.com/books/content?id=zy5lDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
972,2.396644149313431,0.5326539590448303,0,The Memory Keeper's Daughter,Kim Edwards,http://books.google.com/books/content?id=2yOkyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
973,0.13236142735768772,-0.1120263543276094,0,The Big Over Easy,Jasper Fforde,http://books.google.com/books/content?id=tGNdrjM7NtwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
974,0.10955456799205875,0.3541039351082793,0,The Read-aloud Handbook,Jim Trelease,http://books.google.com/books/content?id=B2_yUfmc6dsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
975,-0.12250353871760047,-0.2092466104236816,0,Tooth and Claw,T. Coraghessan Boyle,http://books.google.com/books/content?id=ebK4HyDNvLUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
976,0.017492533975055253,-0.12479380646304952,0,Rounding the Mark,Andrea Camilleri,http://books.google.com/books/content?id=1LXaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
977,-0.17263970426086522,0.15721592571898463,0,The Social Contract,Jean-Jacques Rousseau;Maurice Cranston,http://books.google.com/books/content?id=8U7BuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
978,-0.1532255897464331,0.17050399871585464,0,Fear and Trembling,Søren Kierkegaard,http://books.google.com/books/content?id=acFp6PqEVwsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
979,0.8994247031493044,0.13756303390692423,0,Bleak House,Charles Dickens;Nicola Bradbury,http://books.google.com/books/content?id=L-xBPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
980,-0.04769753853697113,0.21921485111014236,0,Good Poems for Hard Times,Garrison Keillor,http://books.google.com/books/content?id=Ap2kpWhee8cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
981,-0.13210400196886007,0.06271387076397968,0,Homegrown Democrat,Garrison Keillor,http://books.google.com/books/content?id=0Fa7jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
982,0.06302480228590339,0.019725056015439158,0,Let My People Go Surfing,Yvon Chouinard,http://books.google.com/books/content?id=sjBAfE-8-fQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
983,2.6341778725576366,0.6503275775263816,0,The Joy Luck Club,Amy Tan,http://books.google.com/books/content?id=2mgnEzzaJrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
984,0.38856454589723927,-0.021398613958636428,0,The Kitchen God's Wife,Amy Tan,http://books.google.com/books/content?id=n0CzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
985,-0.15542292878133693,-0.31309072257622356,0,The Bar on the Seine,Georges Simenon;David Watson,http://books.google.com/books/content?id=g1YkAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
986,6.431285288160622,1.8370223071044642,0,"Eat, Pray, Love",Elizabeth Gilbert,http://books.google.com/books/content?id=zquLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
987,-0.07645355214450393,-0.08867601198359913,0,The White Man's Burden,William Easterly,http://books.google.com/books/content?id=8SayNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
988,-13.700905295036767,32.82062391995406,0,The quiet American,Graham Greene;Robert Stone,http://books.google.com/books/content?id=3jwOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
989,0.19439248822907484,-0.07804292881417339,0,Complete Short Stories,Graham Greene,http://books.google.com/books/content?id=sLEOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
990,0.1072112136852827,-0.09027689854521606,0,World of Wonders,Robertson Davies;Wayne Johnston,http://books.google.com/books/content?id=QHOFPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
991,0.30778215518229546,-0.0086820132587583,0,Sodom and Gomorrah,Marcel Proust,http://books.google.com/books/content?id=QO2PngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
992,0.2153902095154158,-0.364000438751757,0,The Grapes of Wrath,John Steinbeck,http://books.google.com/books/content?id=bhJgd3hGdxQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
993,-0.1885483396602184,-0.24852924819310862,0,The Tale of Genji,Murasaki Shikibu,http://books.google.com/books/content?id=ikbggTTRN80C&printsec=frontcover&img=1&zoom=1&source=gbs_api
994,1.063030991668417,0.28168968362213925,0,The Complete Novels,Jane Austen,http://books.google.com/books/content?id=a6LokmcqqSEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
995,0.16829976123084647,-0.11462423751364895,0,The Adventures of Augie March,Saul Bellow;Christopher Hitchens,http://books.google.com/books/content?id=CDk9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
996,0.6335667021135345,-0.1708468489942316,0,Malgudi Days,R. K. Narayan,http://books.google.com/books/content?id=dqRETZRkGCcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
997,0.17569687320812036,-0.10148594367257814,0,Sometimes a Great Notion,Ken Kesey,http://books.google.com/books/content?id=WToh-xW3cfoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
998,0.022491268773131724,-0.11810821918258112,0,The Book of Imaginary Beings,Jorge Luis Borges;Margarita Guerrero;Andrew Hurley;Peter Sís,http://books.google.com/books/content?id=FuNQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
999,0.24533510146763277,0.1584764372587794,0,Gravity's Rainbow,Thomas Pynchon,http://books.google.com/books/content?id=P95vPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1000,-0.23623765774300653,-0.16907773872566398,0,Life is a Dream,Pedro Calderón de la Barca,http://books.google.com/books/content?id=yZ3eILHxUeoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1001,0.8708365022710098,0.29912919175612585,0,Black Lamb and Grey Falcon,Rebecca West,http://books.google.com/books/content?id=Lfe0W6fDwCMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1002,0.48238289986396504,0.13550447782698483,0,Mrs. Dalloway,Virginia Woolf,http://books.google.com/books/content?id=BU6Kl4mi4DgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1003,0.982582824252924,0.3231831715166171,0,Animal Farm and 1984,George Orwell,http://books.google.com/books/content?id=h1KImAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1004,-0.5129740451457689,0.4047858631631627,0,Janet Flanner's world,Janet Flanner;Irving Drutman,http://books.google.com/books/content?id=HrNaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1005,-0.031615100223192,-0.21958702436545835,0,The Stone Fey,Robin McKinley,http://books.google.com/books/content?id=27oOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1006,0.4371346548103661,0.25039529334444427,0,How I Became a Pirate,Melinda Long;David Shannon,http://books.google.com/books/content?id=9OdooYJSetgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1007,0.46536192018430006,0.290291346191688,0,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift;Lynd Ward,http://books.google.com/books/content?id=_bJOvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1008,0.23959926324202965,0.13805426632588128,0,The Secret School,Avi,http://books.google.com/books/content?id=rxRCOQL6y38C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1009,0.16083911114809116,0.022142761848753165,0,Winter is the Warmest Season,Lauren Stringer,http://books.google.com/books/content?id=S1EOmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1010,0.24106883985725142,0.049123163206059244,0,Doomed Queen Anne,Carolyn Meyer,http://books.google.com/books/content?id=rhhKvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1011,0.22658636616193226,0.004442591198898258,0,Gifts,Ursula K. Le Guin,http://books.google.com/books/content?id=HcAhvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1012,0.3959274275580223,0.13448147540912844,0,The Hundred Dresses,Eleanor Estes,http://books.google.com/books/content?id=herrly9O22EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1013,0.0968853807040185,-0.04322252274091591,0,"Patience, Princess Catherine",Carolyn Meyer,http://books.google.com/books/content?id=5R4MeUBnNLQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1014,0.3693140070655887,0.07944185584713152,0,Voices,Ursula K. Le Guin,http://books.google.com/books/content?id=KcGWrlJYOC0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1015,0.02965298557071224,-0.052717330236360965,0,Apple Pie Fourth of July,Janet S. Wong;Margaret Chodos-Irvine,http://books.google.com/books/content?id=am2MMqEefUAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1016,0.5141004741600581,0.052746778644757394,0,Beauty Shop for Rent,Laura Bowers,http://books.google.com/books/content?id=MwoYvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1017,-0.23892294463626185,-0.009594390340892505,0,Frankenstein Makes a Sandwich,Adam Rex,http://books.google.com/books/content?id=OUJaTc8S874C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1018,-0.3563496472250915,-0.43987485297231255,0,The Metamorphoses of Ovid,Allen Mandelbaum,http://books.google.com/books/content?id=HK9gjD0wvaoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1019,-0.036743530294533124,0.05782719070516868,0,Winterdance,Gary Paulsen,http://books.google.com/books/content?id=BSVtQXGgdKwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1020,0.06990854261813714,-0.3706426487975991,0,This Is the Way the World Ends,James Morrow,http://books.google.com/books/content?id=uxnNTIGkp_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1021,0.13937043150371403,0.2622512790380162,0,The Double Flame,Octavio Paz,http://books.google.com/books/content?id=yPGjTarB_dcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1022,0.8452632491743443,-0.1266123495938507,0,All the King's Men,Robert Penn Warren,http://books.google.com/books/content?id=UXbYLVYR790C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1023,0.14388170592548002,-0.1977110301790045,0,Baltasar and Blimunda,José Saramago;Giovanni Pontiero,http://books.google.com/books/content?id=PzI0vgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1024,0.02076048335669383,-0.2545324417438862,0,The History of the Siege of Lisbon,José Saramago,http://books.google.com/books/content?id=5WXe9lE-Ix8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
